f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,A8ACA73A65433912E040640A040269BB,"ARSIP NASIONAL REPUBLIK INDONESIA | SEKRETARIAT UTAMA | BIRO ORGANISASI, KEPEGAWAIAN DAN HUKUM - 2 Kebutuhan",2
f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0014704,ARSIPARIS AHLI PERTAMA,A8ACA73A65B73912E040640A040269BB,ARSIP NASIONAL REPUBLIK INDONESIA | DEPUTI BIDANG KONSERVASI ARSIP | DIREKTORAT PENGOLAHAN,1
f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0014704,ARSIPARIS AHLI PERTAMA,A8ACA73A65973912E040640A040269BB,ARSIP NASIONAL REPUBLIK INDONESIA | DEPUTI BIDANG PEMBINAAN KEARSIPAN | DIREKTORAT KEARSIPAN DAERAH I - 2 Kebutuhan,2
f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0014704,ARSIPARIS AHLI PERTAMA,8ae482874ae2b3f2014ae6896e4f5228,ARSIP NASIONAL REPUBLIK INDONESIA | DEPUTI BIDANG PEMBINAAN KEARSIPAN | DIREKTORAT KEARSIPAN DAERAH II - 2 Kebutuhan,2
f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0014704,ARSIPARIS AHLI PERTAMA,8ae4829d4adea698014ae29e41c70ec9,ARSIP NASIONAL REPUBLIK INDONESIA | DEPUTI BIDANG PEMBINAAN KEARSIPAN | DIREKTORAT SDM KEARSIPAN DAN SERTIFIKASI,1
f14764aa3f5111efa54d0050568fed0f,Arsip Nasional Republik Indonesia,JF0010504,PRANATA KOMPUTER AHLI PERTAMA,A8ACA73A65433912E040640A040269BB,"ARSIP NASIONAL REPUBLIK INDONESIA | SEKRETARIAT UTAMA | BIRO ORGANISASI, KEPEGAWAIAN DAN HUKUM",1
f1475ade3f5111efa54d0050568fed0f,Badan Informasi Geospasial,JF0022131,MANGGALA INFORMATIKA AHLI PERTAMA,c9bf4de2-54e7-43bc-be9f-974b0e951bb7,Badan Informasi Geospasial | DEPUTI BIDANG INFRASTRUKTUR INFORMASI GEOSPASIAL | DIREKTORAT STANDAR DAN TEKNOLOGI INFORMASI GEOSPASIAL,1
f14759623f5111efa54d0050568fed0f,Badan Intelijen Negara,JF0022116,PENATA KELOLA INTELIJEN AHLI PERTAMA,689abb19-2195-4226-b414-aa3a03cce7bd,BADAN INTELIJEN NEGARA | DEPUTI BIDANG INTELIJEN EKONOMI | DIREKTORAT PERENCANAAN PENGENDALIAN KEGIATAN DAN OPERASI,1
f14759623f5111efa54d0050568fed0f,Badan Intelijen Negara,JP4009000,PENELAAH TEKNIS INTELIJEN,8ae483a768cb79aa0168d54ad4514201,BADAN INTELIJEN NEGARA | DEPUTI BIDANG INTELIJEN SIBER | DIREKTORAT KONTRA | SUB DIREKTORAT KEAMANAN JARINGAN - 2 Kebutuhan,2
f14759623f5111efa54d0050568fed0f,Badan Intelijen Negara,JP4009000,PENELAAH TEKNIS INTELIJEN,8ae483a66a6b9b41016a6caae3771bf1,BADAN INTELIJEN NEGARA | DEPUTI BIDANG INTELIJEN SIBER | DIREKTORAT PERENCANAAN PENGENDALIAN KEGIATAN DAN OPERASI - 2 Kebutuhan,2
f14759623f5111efa54d0050568fed0f,Badan Intelijen Negara,JP4009000,PENELAAH TEKNIS INTELIJEN,ff8080814444b33e01444db008c934d3,"BADAN INTELIJEN NEGARA | SEKRETARIAT UTAMA | BIRO LOGISTIK | BAGIAN INVENTARISASI, DISTRIBUSI DAN PENGHAPUSAN | SUBBAGIAN INVENTARISASI",1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,9f6ec4d1-6487-4374-9647-7025636d9409,Badan Karantina Indonesia | BKHIT Banten | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,750e78b1-6390-41fb-8359-bdb6a4f94621,Badan Karantina Indonesia | BKHIT Bengkulu | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,8030a254-5144-4d64-bffb-ed0e80e08ddd,Badan Karantina Indonesia | BKHIT Jawa Tengah | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,cd627461-b443-4ae5-8031-da581b410d70,Badan Karantina Indonesia | BKHIT Kalimantan Selatan | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,539b9c3a-49bc-490e-9fbc-f2d99dd349b8,Badan Karantina Indonesia | BKHIT Kalimantan Tengah | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,af5a0098-8bab-472e-a944-764b5abce38c,Badan Karantina Indonesia | BKHIT Kalimantan Utara | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,19e086e9-5f70-40b5-983d-2a58eaea0780,Badan Karantina Indonesia | BKHIT Kepulauan Bangka Belitung | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,4045752e-aefc-4045-b2ec-4e2d926dae11,Badan Karantina Indonesia | BKHIT Nusa Tenggara Timur | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,964d224a-e2c3-4ba7-89d4-267e7271bf60,Badan Karantina Indonesia | BKHIT Sulawesi Barat | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,fc0e6fdf-863e-46d8-ab9d-4a1bd08f0b68,Badan Karantina Indonesia | BKHIT Sulawesi Tengah | Subbagian Umum,1
f14756e53f5111efa54d0050568fed0f,Badan Karantina Indonesia,JF0008014,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,8a028490914aa6ad01914c23b2e06a63,PAPUA RAYA - 5 Kebutuhan,5
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed86f9d607989,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN BUMI MANEMBO-NEMBO - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed86f29a07912,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN BUMI PANGKAL PINANG - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed88e80b51e3b,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT ACEH - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed894929829b1,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT AMBON - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed89527002b6c,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT JAYAPURA - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed891bb8e2452,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT KARANGASEM - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed8929e0526ae,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT KEMA - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed89447d92993,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT KUPANG - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed89409652988,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT MANEMBO-NEMBO - 2 Kebutuhan",2
f1475d033f5111efa54d0050568fed0f,Badan Keamanan Laut RI,JP4291350,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ff8080814ebaa098014ed89557b22c9b,"BADAN KEAMANAN LAUT | DEPUTI BIDANG INFORMASI, HUKUM DAN KERJASAMA | STASIUN PEMANTAUAN KEAMANAN DAN KESELAMATAN LAUT MERAUKE - 2 Kebutuhan",2
